CDC100802MB,PB-WDB12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100802MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100803MB,PB-WDB12,"105,000.00","105,000.00","105,000.00",0.00,0.00,0.00,0.00
CDC100803MB,,"105,000.00","105,000.00","105,000.00",0.00,0.00,0.00,"105,000.00"
CDC100901MB,PB-CEPI01,"678,940.00","300,000.00","300,000.00",0.00,0.00,0.00,0.00
CDC100901MB,PB-CEPI01,0.00,0.00,0.00,0.00,"63,000.00","63,000.00",0.00
CDC100901MB,,"678,940.00","300,000.00","300,000.00",0.00,"63,000.00","63,000.00","237,000.00"
CDC100902MB,PB-WDB12,"614,672.00","614,672.00","614,672.00",0.00,0.00,0.00,0.00
CDC100902MB,,"614,672.00","614,672.00","614,672.00",0.00,0.00,0.00,"614,672.00"
CDC100903MB,PB-WDB12,"2,931,867.00","2,931,867.00","2,931,867.00",0.00,0.00,0.00,0.00
CDC100903MB,PB-WDB12,0.00,0.00,0.00,"37,257.55",0.00,"37,257.55",0.00
CDC100903MB,PB-WDB12,0.00,0.00,0.00,0.00,"20,312.23","20,312.23",0.00
CDC100903MB,PB-WDB12,0.00,0.00,0.00,"25,284.00",0.00,"25,284.00",0.00
CDC100903MB,PB-WDB12,0.00,0.00,0.00,"13,000.00",0.00,"13,000.00",0.00
CDC100903MB,PB-WDB12,0.00,0.00,0.00,0.00,"5,386.32","5,386.32",0.00
CDC100903MB,,"2,931,867.00","2,931,867.00","2,931,867.00","75,541.55","25,698.55","101,240.10","2,830,626.90"
